Date,Open,High,Low,Close,Adj Close,Volume
11/5/2020,188.632187,191.362335,180.718338,185.912842,185.912842,20054601647
12/5/2020,185.877335,191.601349,185.701797,189.3125,189.3125,15899726284
13/5/2020,189.3741,200.197327,189.127701,199.193283,199.193283,17054662289
14/5/2020,198.89151,204.117599,196.86882,202.949097,202.949097,20150524861
15/5/2020,202.955399,203.566391,193.755676,195.622665,195.622665,16602342092
16/5/2020,195.613388,202.771194,194.501587,200.677124,200.677124,15379081645
17/5/2020,200.608871,209.160934,200.102798,207.158691,207.158691,15470397303
18/5/2020,207.179779,215.908463,207.10907,214.525055,214.525055,17411566928
19/5/2020,214.604935,214.604935,210.143051,213.451111,213.451111,14346192779
20/5/2020,213.446243,214.716827,207.975815,210.096741,210.096741,12730175511
21/5/2020,210.12915,211.625183,193.346436,199.883606,199.883606,13308321229
22/5/2020,199.837112,208.591537,198.040863,207.169189,207.169189,12041592114
23/5/2020,207.194489,210.386459,205.29422,208.694397,208.694397,10665476768
24/5/2020,208.716064,210.595078,202.370346,202.370346,202.370346,11833299572
25/5/2020,201.982651,206.36145,200.667557,205.319748,205.319748,10415044124
26/5/2020,205.259567,205.752548,200.264282,201.902313,201.902313,10159741290
27/5/2020,201.893005,208.863434,201.785065,208.863434,208.863434,10631034756
28/5/2020,208.885437,220.276505,206.242661,219.840424,219.840424,12212469604
29/5/2020,219.925049,224.216873,218.238052,220.675125,220.675125,12265816557
30/5/2020,220.717209,243.943146,218.744461,242.345596,242.345596,15027397867
31/5/2020,242.351379,244.045258,230.052826,230.975708,230.975708,12234904813
1/6/2020,230.86026,248.236282,230.488052,246.99176,246.99176,13951727936
2/6/2020,246.828186,252.222,233.225296,237.219055,237.219055,13782107567
3/6/2020,237.395218,244.179321,235.464447,244.179321,244.179321,9861760817
4/6/2020,244.105286,245.92897,236.765305,244.426392,244.426392,10170414304
5/6/2020,244.349594,247.329498,240.682053,241.221985,241.221985,9293963914
6/6/2020,241.201355,245.981049,239.724533,241.93132,241.93132,8114873845
7/6/2020,241.908081,245.435257,236.325256,245.167252,245.167252,9544883157
8/6/2020,245.178574,246.644196,241.542191,246.309906,246.309906,8076783299
9/6/2020,246.175018,248.342438,242.338547,244.911453,244.911453,8446545788
10/6/2020,244.822067,248.651154,242.819748,247.444946,247.444946,8792990206
11/6/2020,247.548538,249.888306,229.942978,231.702667,231.702667,12356528860
12/6/2020,231.625458,239.354691,229.645065,237.49321,237.49321,8868955009
13/6/2020,237.544617,239.1931,235.889679,238.908844,238.908844,7141624980
14/6/2020,238.968185,239.101456,232.958191,234.1147,234.1147,7439385176
15/6/2020,234.058304,234.237839,221.24176,229.928909,229.928909,10536099884
16/6/2020,229.762299,236.394302,228.426147,234.416168,234.416168,7965648016
17/6/2020,234.492371,235.954056,229.341644,233.028275,233.028275,7701391592
18/6/2020,232.898697,234.570648,228.951431,232.101166,232.101166,6713800872
19/6/2020,231.954971,232.154114,226.795181,227.13829,227.13829,6946372590
20/6/2020,226.976364,231.44902,226.640625,229.274261,229.274261,6252830566
21/6/2020,229.216141,232.358948,228.492996,228.989822,228.989822,5600408178
22/6/2020,229.003372,243.776016,228.934738,242.533188,242.533188,9079586552
23/6/2020,242.537018,244.86441,239.759735,244.142151,244.142151,6624530348
24/6/2020,244.185928,248.508026,232.807739,235.772461,235.772461,8815030025
25/6/2020,235.70285,236.053406,230.2966,232.944489,232.944489,7010426122
26/6/2020,232.877487,233.901932,229.25946,229.668045,229.668045,7187490226
27/6/2020,229.631485,232.493423,220.564575,222.959793,222.959793,6918380955
28/6/2020,222.91449,228.598282,219.472672,225.347168,225.347168,6205925718
29/6/2020,225.361435,229.903214,222.25499,228.19487,228.19487,6726164653
30/6/2020,227.96843,229.476807,224.815186,226.315002,226.315002,6094093001
1/7/2020,226.134583,232.756119,224.835739,231.113419,231.113419,6463737443
2/7/2020,231.28891,232.396881,225.46196,229.392197,229.392197,6212210566
3/7/2020,229.318954,229.629318,224.913971,225.38707,225.38707,5109032700
4/7/2020,225.288483,230.054138,225.133316,229.074112,229.074112,5228310135
5/7/2020,228.976196,229.85672,224.544495,227.664597,227.664597,5292172429
6/7/2020,227.685013,242.132706,227.029526,241.510223,241.510223,8782917553
7/7/2020,240.972595,242.681854,234.218658,239.075531,239.075531,6441497597
8/7/2020,239.159973,248.308868,238.398376,246.670013,246.670013,9892586411
9/7/2020,246.748291,247.291672,239.898651,243.015961,243.015961,8429099199
10/7/2020,242.868011,242.883789,236.73053,240.984985,240.984985,7281370522
11/7/2020,241.044785,241.527481,238.331238,239.458176,239.458176,5643067316
12/7/2020,239.459641,243.311142,237.770218,242.131699,242.131699,6596394718
13/7/2020,242.18187,244.310516,238.232376,239.604584,239.604584,7787751468
14/7/2020,239.975616,242.003784,237.796188,240.211487,240.211487,7357458555
15/7/2020,240.143646,241.402695,237.096176,238.423523,238.423523,6189328448
16/7/2020,238.450912,239.006256,231.62117,233.640884,233.640884,5832057567
17/7/2020,233.691391,234.41507,232.10997,232.773087,232.773087,5859850529
18/7/2020,232.855682,236.543976,232.32489,235.48381,235.48381,5397402117
19/7/2020,235.458298,239.16069,233.279739,238.487518,238.487518,6251377305
20/7/2020,238.494873,239.576248,234.852646,236.153168,236.153168,5600686192
21/7/2020,236.302505,246.186264,235.680969,245.016724,245.016724,6806696015
22/7/2020,245.037262,262.985046,242.484344,262.190643,262.190643,7702077383
23/7/2020,262.388641,277.583466,261.047089,274.689056,274.689056,10281309262
24/7/2020,274.722687,286.192841,269.239777,279.215424,279.215424,9466060358
25/7/2020,279.026367,306.740997,279.026367,304.056763,304.056763,10785021813
26/7/2020,303.692383,316.386322,300.267822,309.643616,309.643616,12003973026
27/7/2020,309.657928,330.701202,309.657928,321.514099,321.514099,15644257058
28/7/2020,321.829742,325.905975,307.721344,316.657257,316.657257,12357108065
29/7/2020,316.555359,324.380798,313.109589,318.190887,318.190887,10878845706
30/7/2020,318.144989,338.631195,315.751099,334.586639,334.586639,11827689045
31/7/2020,334.633728,348.611359,329.340942,345.554657,345.554657,12030600492
1/8/2020,345.798615,388.847961,343.587433,385.199707,385.199707,14045259477
